NPRI Number	Facility Name	Company Name	Province	City	Address	Postal Code	Rural Address	NAICS Name	NAICS Data Link	2011 NOx Emissions (t)	2011 SOx Emissions (t)	2011 VOC Emissions (t)	2011 PM2.5 Emissions (t)	2011 PM10 Emissions (t)	2011 TPM Emissions (t)	2011 NH3 Emissions (t)	2011 CO Emissions (t)	NPRI Data Link 	NAICS2	NAICS3	NAICS4	NAICS6	Latitude	Longitude
0000004823	Sexsmith Sour Gas Plant	Encana Corporation	Alberta	N/A			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	38.11	1711.60	10.86	4.83	4.83	-99.00	-99.00	41.98	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000004823&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.48190000	-119.05920000
0000005211	Coleman Gas Plant	Devon Canada Corporation	Alberta	Coleman		T0K0M0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	58.44	2396.79	4.82	3.07	3.07	-99.00	-99.00	36.33	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005211&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	49.62810000	-114.57190000
0000005222	Chinchaga Gas Plant	Keyera Corp	Alberta	Manning			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	164.74	12.01	138.03	0.40	0.40	-99.00	-99.00	95.57	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005222&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	57.54630000	-119.11260000
0000005224	House Mountain Complex	Apache Canada Ltd.	Alberta	Swan Hills		T0G2C0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	146.04	55.97	-99.00	6.06	6.06	-99.00	-99.00	260.66	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005224&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.04000000	-115.47580000
0000005284	Edson Gas Plant	Talisman Energy	Alberta	Edson			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	658.49	1294.60	66.53	11.79	11.79	-99.00	-99.00	164.78	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005284&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.55750000	-116.54720000
0000005285	Zama Gas Plant: 1, 2, 3	Apache Canada Ltd.	Alberta	Zama City		T0H4E0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	131.22	37.60	31.46	0.99	0.99	-99.00	-99.00	86.99	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005285&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	59.06310000	-118.87570000
0000005287	Redwater Fractionation and Storage Facility	Provident Energy Ltd.	Alberta	Redwater			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	279.29	97.42	15.51	15.51	-99.00	-99.00	46.16	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005287&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.81720000	-113.13360000
0000005239	Hythe Brainard Sour Gas Plant	Encana Corporation	Alberta	N/A			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	401.79	354.20	74.92	9.95	9.95	-99.00	-99.00	469.53	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005239&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.48910000	-119.75080000
0000005337	Nevis Gas Plant	Keyera Corp	Alberta	Stettler		T0C2L0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	772.45	375.12	175.73	8.83	8.83	-99.00	-99.00	202.12	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005337&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.32710000	-112.71830000
0000005370	Sturgeon Lake South Gas Plant 02-02	Barrick Energy Inc.	Alberta	Md Greenview			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	73.39	529.66	54.69	-99.00	1.98	-99.00	-99.00	50.83	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005370&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.07420000	-117.27420000
0000006537	Paddle River Gas Plant 13-6	Keyera Corp	Alberta	Mayerthorpe		T0E1N0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	82.47	2.05	83.01	2.04	2.04	-99.00	-99.00	61.21	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000006537&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.90230000	-115.18930000
0000006559	Sylvan Lake Gas Plant 14-32-037-03w5m	NAL Resources Management	Alberta	Sylvan Lake			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	269.28	176.26	147.02	1.85	1.85	-99.00	-99.00	357.61	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000006559&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.22840000	-114.39770000
0000006562	01-29-43-04 W5 Plant	Suncor Energy Oil and Gas Partnership	Alberta	Bluffton		T0C0M0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	41.76	87.79	-99.00	0.37	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000006562&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.76610000	-114.28560000
0000015241	Hays Gas Plant	Canadian Natural Resources Limited	Alberta	Hays		T0K1B0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	85.67	110.90	53.80	1.55	1.55	-99.00	-99.00	52.43	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015241&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	50.12940000	-111.90840000
0000015289	Belloy Battery	Apache Canada Ltd.	Alberta	Swan Hills			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	69.88	46.80	-99.00	1.01	1.01	-99.00	-99.00	10.05	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015289&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	54.49440000	-115.95760000
0000015290	Hope Creek Gas Plant	Apache Canada Ltd.	Alberta	Swan Hills			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	97.22	-99.00	0.85	0.85	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015290&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	54.53810000	-115.93230000
0000015318	Zama Battery	Apache Canada Ltd.	Alberta	Zama City			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	25.62	139.00	-99.00	5.41	5.41	-99.00	-99.00	52.23	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015318&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	58.94320000	-118.91680000
0000015319	Zama Battery - 2	Apache Canada Ltd.	Alberta	Zama City			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	66.71	-99.00	0.88	0.88	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015319&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	59.23070000	-119.27590000
0000015320	Zama Battery - 3	Apache Canada Ltd.	Alberta	Zama City			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	124.46	585.12	-99.00	3.32	3.32	-99.00	-99.00	20.20	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015320&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	59.06700000	-118.87590000
0000015321	Zama Battery - 4	Apache Canada Ltd.	Alberta	Zama City			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	21.79	-99.00	0.54	0.54	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015321&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	59.19430000	-118.60470000
0000015338	Bashaw D3 10-06	Central Global Resources	Alberta	Bashaw			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	65.50	23.47	-99.00	0.40	-99.00	-99.00	-99.00	53.51	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015338&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.58840000	-113.16180000
0000015366	Battle River	Apache Canada Ltd.	Alberta	Castor			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	291.89	-99.00	2.39	2.39	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015366&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.33370000	-111.35730000
0000015368	Kirkpatrick Lake	Apache Canada Ltd.	Alberta	Castor			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	26.80	-99.00	1.94	1.94	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015368&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	51.91180000	-111.18810000
0000015390	Hansman Lake Battery	Apache Canada Ltd.	Alberta	Consort			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	29.93	-99.00	0.72	0.72	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015390&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.42120000	-110.38860000
0000015422	Grassy Lake Oil Battery 11-26	ARC Resources	Alberta	N/A	N/A	N/A	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	22.61	-99.00	2.33	2.33	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015422&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	49.85210000	-111.66500000
0000015450	Baytex Excelsior Battery 07-10-056-24w4	Baytex Energy Ltd	Alberta	Excelsior			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	129.30	207.84	-99.00	0.33	-99.00	-99.00	-99.00	57.99	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015450&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.82150000	-113.49040000
0000015471	Amisk Oil Battery 04-34	NuVista Energy Ltd.	Alberta	N/A	N/A	N/A	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	51.78	-99.00	1.62	1.62	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015471&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.47930000	-110.93610000
0000015475	Cherhill Gas Plant 02-25	Bonavista Energy Corporation	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	48.64	-99.00	0.82	0.82	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015475&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.86150000	-114.75610000
0000015490	Rycroft Battery #2 &Amp; Gas Plant	Bonavista Energy Corporation	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	68.23	101.96	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015490&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.69830000	-118.78330000
0000015491	Triassic Gas Plant	Bonavista Energy Corporation	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	339.02	-99.00	0.83	0.83	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015491&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.71410000	-118.83040000
0000015520	Travers Gas Plant	Bonavista Energy Corporation	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	141.75	208.42	-99.00	0.44	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015520&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	50.22030000	-112.44420000
0000015596	Marten Hills Gas Plant	Apache Canada Ltd.	Alberta	N/A			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	729.86	31.35	23.33	2.90	2.90	-99.00	-99.00	161.15	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015596&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	55.58560000	-117.89160000
0000015624	Gilby Sour Gas Plant	ConocoPhillips Canada Resources Corp.	Alberta	N/A	N/A	N/A	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	124.60	87.04	-99.00	0.59	0.59	-99.00	-99.00	207.74	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015624&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.54480000	-114.54520000
0000015819	Duhamel 03-32	Canadian Natural Resources Limited	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	41.89	-99.00	1.23	1.23	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015819&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.91580000	-113.02250000
0000015916	Greencourt 09-26	Canadian Natural Resources Limited	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	150.17	477.68	-99.00	0.46	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015916&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	54.13060000	-115.23140000
0000015963	Rio Alto Edson 11-26	Canadian Natural Resources Limited	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	29.40	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000015963&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.60700000	-116.70370000
0000016009	Galloway Plant 14-14	Canadian Natural Resources Limited	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	304.17	457.40	-99.00	0.41	-99.00	-99.00	-99.00	141.40	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016009&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.58300000	-116.84200000
0000016121	Obed Battery	Semcams Ulc	Alberta	Edson			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	19.37	7.62	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016121&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.70660000	-117.24100000
0000016122	Pine Creek Dehydrator Battery 11-14	Semcams Ulc	Alberta	Edson			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	-99.00	31.42	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016122&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.92840000	-116.71720000
0000016152	Bigoray Gas Plant	Keyera Corp	Alberta	Drayton Valley		T7A1S3	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	107.23	27.91	93.93	2.36	2.36	-99.00	-99.00	23.26	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016152&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	53.38860000	-115.31580000
0000016161	Simonette Battery 16-17	Trilogy Energy Corp.	Alberta	Na			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	166.76	179.97	-99.00	2.04	2.04	-99.00	-99.00	28.20	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016161&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	54.54180000	-117.88410000
0000016212	Jenner Sour Gas Plant	Pengrowth Energy Corporation	Alberta	Jenner			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	442.85	50.56	111.55	0.78	0.78	-99.00	-99.00	50.20	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016212&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	50.65330000	-111.16610000
0000016249	Westerose Comp Station and Oil Battery 12-02	ConocoPhillips Canada Resources Corp.	Alberta	N/A	N/A	N/A	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	108.01	107.16	-99.00	0.66	0.66	-99.00	-99.00	104.45	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000016249&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	52.85140000	-114.04690000
