NPRI Number	Facility Name	Company Name	Province	City	Address	Postal Code	Rural Address	NAICS Name	NAICS Data Link	2011 NOx Emissions (t)	2011 SOx Emissions (t)	2011 VOC Emissions (t)	2011 PM2.5 Emissions (t)	2011 PM10 Emissions (t)	2011 TPM Emissions (t)	2011 NH3 Emissions (t)	2011 CO Emissions (t)	NPRI Data Link 	NAICS2	NAICS3	NAICS4	NAICS6	Latitude	Longitude
0000017437	Cameron Hills	Paramount Resources Ltd.	Northwest Territories	BC-Pres - Liard/Ne BC			0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	60.95	295.79	-99.00	2.50	2.50	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000017437&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	60.03760000	-117.49100000
0000018241	Diavik Diamond Mines Inc - Lac de Gras	Diavik Diamond Mines Inc.	Northwest Territories	Yellowknife	5007 50th Avenue	X1A2P8	0	Diamond Mines	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212392	2551.78	26.06	54.27	46.62	168.33	167.80	-99.00	738.69	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000018241&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2123	212392	64.49510000	-110.28320000
0000020225	Cantung Mine	North American Tungsten Corporation Ltd	Northwest Territories	Tungsten	Nahanni Range Road		0	All Other Metal Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212299	503.30	39.99	13.82	9.22	9.70	-99.00	-99.00	136.52	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000020225&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212299	61.97170000	-128.26830000
0000025155	Hope Bay Site	Hope Bay Mining Ltd.	Nunavut	Cambridge Bay		X0B 0C0	0	Gold & Silver Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212220	601.74	47.64	-99.00	70.57	155.55	777.73	-99.00	256.81	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000025155&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212220	68.03990000	-106.57446400
0000017970	Morpeth Gas Plant	Dundee Energy	Ontario	Morpeth	18681 McKinlay Road	N0P1X0	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	55.00	1362.00	-99.00	0.61	0.61	-99.00	-99.00	36.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000017970&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	42.36680000	-81.84400000
0000004155	Sarnia Fractionation Plant	BP Canada Energy Company	Ontario	Sarnia	1182 Plank Road	N7T7H9	0	Conventional Oil & Gas Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113	175.00	127.00	251.30	31.30	35.90	35.90	-99.00	29.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000004155&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	211	2111	211113	42.95210000	-82.36640000
0000003810	Brigus Black Fox Mine	Brigus Gold	Ontario	Matheson	2839 Hwy 101 Highway East	P0K1N0	0	Gold & Silver Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212220	600.94	40.96	-99.00	49.07	87.61	134.37	-99.00	224.51	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000003810&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212220	48.53440000	-80.34160000
0000001941	Porcupine Gold Mines	Goldcorp Canada Ltd	Ontario	South Porcupine	4315 Gold Mine Road	P0N1H0	0	Gold & Silver Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212220	539.12	35.55	-99.00	42.08	47.45	58.24	10.64	162.12	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000001941&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212220	48.46330000	-81.24750000
0000011852	Rubicon Minerals - Phoenix Project	Rubicon Minerals Corporation	Ontario	Cochenour	103 McMarmac Road		0	Gold & Silver Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212220	72.00	1.40	-99.00	5.23	11.26	20.60	-99.00	18.90	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000011852&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212220	51.12480000	-93.74110000
0000005656	Musselwhite Mine	Goldcorp Canada Ltd	Ontario	Kenora District	N/A Concession	P7B6S8	0	Gold & Silver Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212220	663.00	94.39	0.85	32.64	37.16	48.99	-99.00	334.42	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000005656&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212220	52.60390000	-90.36820000
0000011740	Mcwatters	Liberty Mines Inc	Ontario	South Porcupine	Stringer's Road	P0N1H0	0	Nickel-Copper Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212232	485.69	60.40	-99.00	0.45	0.53	-99.00	-99.00	2041.44	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000011740&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212232	48.31120000	-81.04280000
0000010153	Xstrata Copper Canada Division, Kidd Mine Site	Xstrata Canada Corporation	Ontario	Timmins	11335 Highway 655 North	P4N7K1	0	Copper-Zinc Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212233	315.42	20.89	-99.00	36.36	93.60	125.91	-99.00	113.74	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000010153&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2122	212233	48.68700000	-81.37010000
0000010287	Goderich Plant	Sifto Canada Corp	Ontario	Goderich	245 Regent Street	N7A3Y5	0	Salt Mines	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212393	8.07	0.05	0.44	1.30	7.95	12.45	-99.00	6.78	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000010287&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2123	212393	43.73750000	-81.69650000
0000010565	Timmins Micronizing Plant	Imerys Talc Canada Inc.	Ontario	Timmins	100 Water Tower Road East	P4N7J5	0	All Other Non-Met. Mineral Mining & Quarrying	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212398	5.02	1.37	1.66	0.95	4.68	5.96	-99.00	14.44	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000010565&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2123	212398	48.47450000	-81.31800000
0000010566	Penhorwood Mine and Concentrator Facility	Imerys Talc Canada Inc.	Ontario	Penhorwood & Reeves Township, District O	100 Water Tower Road	P4N7J5	0	All Other Non-Met. Mineral Mining & Quarrying	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212398	6.37	4.82	2.09	3.14	23.64	23.57	-99.00	1.26	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000010566&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	21	212	2123	212398	48.20730000	-82.08200000
0000001809	Lambton Generating Station	Ontario Power Generation Inc.	Ontario	Courtright	1886 St. Clair Parkway	N0N1H0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	1627.00	1340.00	23.74	70.02	70.10	70.10	0.40	288.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000001809&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221112	42.79610000	-82.46970000
0000001812	Lennox Generating Station	Ontario Power Generation Inc.	Ontario	Greater Napanee	0 - 7263 33 Highway West	K0H1G0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	109.00	43.00	-99.00	-99.00	0.02	-99.00	-99.00	62.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000001812&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221112	44.14390000	-76.84920000
0000001861	Nanticoke Generating Station	Ontario Power Generation Inc.	Ontario	Nanticoke	34 Haldimand Rd 55 Road South	N0A1L0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	3544.00	9206.00	-99.00	94.35	244.01	397.02	1.92	602.60	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000001861&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221112	42.79610000	-80.05000000
0000003238	Atikokan Generating Station	Ontario Power Generation Inc.	Ontario	Atikokan	15202 622 Highway	P0T1C0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	148.00	358.00	-99.00	0.58	1.34	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000003238&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221112	48.83610000	-91.56560000
0000003048	Thunder Bay Generating Station	Ontario Power Generation Inc.	Ontario	Thunder Bay	920 108th Avenue	P7B6T7	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	385.70	317.00	-99.00	4.35	4.60	-99.00	-99.00	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000003048&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221112	48.35920000	-89.22190000
0000003163	Darlington Nuclear	Ontario Power Generation Inc.	Ontario	Bowmanville	1 Holt Road	L1C3Z8	0	Nuclear Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221113	21.20	0.04	-99.00	0.10	0.10	0.10	16.57	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000003163&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221113	43.86810000	-78.72500000
0000007041	Bruce Power	Bruce Power Lp	Ontario	Tiverton	177 Tie Road	N0G2T0	0	Nuclear Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221113	162.16	419.84	-99.00	22.58	31.21	35.17	3.89	30.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007041&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221113	44.32890000	-81.59160000
0000007212	Brock West Landfill Gas Power Plant	Eastern Power Ltd.	Ontario	Pickering	1380 3rd. Concession Road	L1V2P8	0	Other Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221119	18.20	0.18	0.55	0.22	0.22	0.22	-99.00	2.90	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007212&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221119	43.86560000	-79.10060000
0000007213	Keele Valley Landfill Gas Power Plant	Eastern Power Ltd.	Ontario	Vaughan	7 Eaglet Court	L6A4E2	0	Other Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221119	168.70	7.70	1.80	1.90	1.90	1.90	-99.00	28.70	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007213&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221119	43.86520000	-79.50020000
0000010403	Calstock Power Plant	Atlantic Power Lp	Ontario	Hearst	11 Highway North	P0L1N0	0	Other Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221119	226.00	28.00	20.00	40.00	46.00	61.00	-99.00	687.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000010403&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221119	49.79110000	-84.14380000
0000011793	Essar Power Canada Ltd	Essar Power Canada Ltd.	Ontario	Sault Ste. Marie	105 West Street North	P6A7B4	0	Other Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221119	125.65	245.78	36.34	0.03	18.28	18.31	-99.00	433.96	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000011793&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2211	221119	46.52170000	-84.36370000
0000007629	Clarkson Wastewater Treatment Facility	Ontario Clean Water Agency	Ontario	Mississauga	2307 Lakeshore Road	L5J1J9	0	Sewage Treatment Facilities	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221320	0.12	7.88	-99.00	-99.00	-99.00	7.57	-99.00	4.58	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007629&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2213	221320	43.49260000	-79.61810000
0000004908	Duffin Creek Water Pollution Control Plant	Regional Municipality of Durham	Ontario	Pickering	901 McKay Road	L1W3A3	0	Sewage Treatment Facilities	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221320	49.29	81.72	10.13	3.83	3.83	-99.00	280.53	69.54	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000004908&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2213	221320	43.81820000	-79.05130000
0000004743	Greenway Pollution Control Centre	Corporation of the City of London	Ontario	London	109 Greenside Avenue	N6J2X5	0	Sewage Treatment Facilities	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221320	-99.00	7.94	-99.00	3.62	3.62	-99.00	0.51	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000004743&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2213	221320	42.97440000	-81.28210000
0000003803	G.E. Booth (Lakeview) Wastewater Treatment Facilit	Ontario Clean Water Agency	Ontario	Mississauga	1300 Lakeshore Road	L5E1E9	0	Sewage Treatment Facilities	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221320	80.26	41.79	-99.00	-99.00	-99.00	0.18	-99.00	51.82	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000003803&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	22	221	2213	221320	43.57840000	-79.54760000
0000007432	Canada Malting, Thunder Bay	Canada Malting Co Ltd.	Ontario	Thunder Bay	579 Maureen Street	P7B5E8	0	Rice Milling & Malt Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311214	15.77	4.64	0.75	2.25	7.23	19.56	-99.00	13.22	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007432&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3112	311214	48.41680000	-89.22670000
0000000485	Casco Inc. - London Plant		Ontario	London	1100 Green Valley Road	N6N1E3	0	Wet Corn Milling	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311221	290.28	143.53	-99.00	13.62	26.96	69.66	-99.00	95.59	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000000485&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3112	311221	42.92170000	-81.19420000
0000000488	Casco Inc. - Cardinal Plant	Canada Starch Operating Company Inc.	Ontario	Cardinal	4040 James Street	K0E1E0	0	Wet Corn Milling	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311221	45.08	137.54	-99.00	5.35	17.41	55.39	0.00	27.91	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000000488&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3112	311221	44.78500000	-75.37670000
0000002695	Casco Inc. - Port Colborne Plant	Canada Starch Operating Company Inc.	Ontario	Port Colborne	55 Invertose Drive East	L3K5X7	0	Wet Corn Milling	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311221	200.75	5.30	-99.00	1.87	10.70	38.98	2.46	35.38	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000002695&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3112	311221	42.92320000	-79.24860000
0000002016	Toronto Refinery	Redpath Sugar Ltd	Ontario	Toronto	95 Queen's Quay East	M5E1A3	0	Sugar Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311310	56.40	0.27	14.34	5.09	9.50	17.72	-99.00	46.37	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000002016&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3113	311310	43.64250000	-79.37280000
0000010089	Heinz Leamington Facility	H.J. Heinz Co. of Canada Ltd.	Ontario	Leamington	148 Erie Street South	N8H3W8	0	"Fruit & Vegetable Canning, Pickling & Drying"	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311420	196.80	1.11	1.57	0.01	0.52	3.27	-99.00	38.85	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000010089&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3114	311420	42.04370000	-82.59910000
0000007304	Unilever Ice Cream	Good Humor-Breyers, Division of Unilever Canada Inc.	Ontario	Simcoe	175 Union Street	N3Y 4L5	0	Ice Cream & Frozen Dessert Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311520	1.80	0.01	2.25	0.03	0.03	0.03	2.11	1.50	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007304&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3115	311520	42.83890000	-80.31080000
0000011774	Innovation Drive Site	The Original Cakerie Ltd.	Ontario	London	2825 Innovation Drive	N6M0B6	0	Commercial Bakeries & Frozen Product Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311814	1.00	0.01	0.33	0.05	0.05	0.05	-99.00	0.20	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000011774&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3118	311814	42.96410000	-81.13030000
0000011734	Bfg Canada Inc.	Bfg Canada Inc.	Ontario	Kitchener	1760 Strasburg Road	N2R1E9	0	Cookie & Cracker Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=311821	0.22	0.06	0.54	0.19	0.56	0.75	-99.00	8.28	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000011734&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	31	311	3118	311821	43.39440000	-80.46920000
0000002539	Combermere Treating Plant	Pastway Planing Ltd.	Ontario	Combermere	2916 Rockingham Road	K0J1L0	0	Wood Preservation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=321114	0.69	0.01	-99.00	-99.00	-99.00	0.04	-99.00	0.40	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000002539&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	32	321	3211	321114	45.36880000	-77.60610000
0000007254	Columbia Forest Products, Rutherglen	Columbia Forest Products Ltd.	Ontario	Rutherglen	50 Columbia Forest Products Road	P0H2E0	0	Hardwood Veneer & Plywood Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=321211	1.74	0.20	0.13	3.41	3.96	4.44	-99.00	4.76	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;amp;amp;amp;amp;amp;amp;lang=En&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_npri_id=0000007254&amp;amp;amp;amp;amp;amp;amp;amp;amp;opt_report_year=2011	32	321	3212	321211	46.26510000	-79.00770000
